SU_ID,FINALWT,SURV_MODE,SURV_LANG,CUR1,CUR3AB,CURY2A,CURY2B,CURY2C,CURY2D,CURY2E,CURY2F,CURY2G,B1AB,GOVTA,GOVTB,GOVTC,GOVTD,GOVTE,VIRUS2A,VIRUS2B,VIRUS6A,VIRUS6B,VIRUS6C,VIRUS6D,VIRUS7A,VIRUS7B,VIRUS7C,VIRUS7D,REOPEN1A,REOPEN1B,REOPEN1C,REOPEN1D,REOPEN1E,REOPEN1F,REOPEN1G,REOPEN1H,REOPEN1I,REOPEN1J,REOPEN2A,REOPEN2B,REOPEN2C,REOPEN2D,REOPEN2E,REOPEN2F,REOPEN2G,REOPEN2H,REOPEN2I,REOPEN2J,REOPEN3A,REOPEN3B,REOPEN4,REOPEN5,ABO1,ABO2,ABO3A,ABO3B,ABO3C,ABO3D,ABO6A,ABO6B,ABO6C,MIDEAST1A,MIDEAST1B,MIDEAST2,MIDEAST3,RELIG,BORN,VAX3,APVAX7,WAGE_1,WAGE2,WAGE3,WAGE4,POLITICS,DEMO,REPUB,INDEP,IDEO,URBAN,MARITAL,AGEGRP,EDUCATION,RACETH,GENDER,HHINCOME,EMPSTATUS,STATE,CENSUS_REGION
4167,0.39954847,(2) Web interview,(1) English,(2) Wrong direction,(2) Somewhat approve,(1) Approve,(1) Approve,(1) Approve,(1) Approve,(1) Approve,Approve,(1) Approve,(3) Lean toward good,(2) About the right amount,(2) About the right amount,(2) About the right amount,(2) About the right amount,(2) About the right amount,(3) Somewhat worried,(3) Somewhat worried,(3) Neither approve nor disapprove,(3) Neither approve nor disapprove,(3) Neither approve nor disapprove,(3) Neither approve nor disapprove,(2) Often,(2) Often,(2) Often,(1) Always,(3) At least once a week,(6) Less often,(4) At least once a month,(6) Less often,(6) Less often,(6) Less often,(6) Less often,(6) Less often,(6) Less often,(6) Less often,"(1) Yes, definitely will","(2) Yes, probably will","(2) Yes, probably will","(4) No, definitely will not","(4) No, definitely will not","(3) No, probably will not","(4) No, definitely will not","(4) No, definitely will not","(4) No, definitely will not","(2) Yes, probably will",(1) Extremely likely,(1) Extremely likely,(1) Extremely concerned,(1) Too quickly,(2) Legal in most cases,(2) Each state government,"(1) Yes, possible","(1) Yes, possible","(1) Yes, possible","(1) Yes, possible",(2) Legal in most cases,(2) Legal in most cases,(3) Illegal in most cases,(3) About right,(3) About right,(2) Minor role,(1) Yes,"(1) Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, Church",(1) Yes,(1) Yes,,(1) Less than $10 an hour,,,(3) No,(1) Democrat,(2) Moderate Democrat,,,(4) Somewhat conservative,(2) Suburban area,(3) Divorced,(3) 40 to 59,(3) Some college,"(2) African American, non-Hispanic",(2) Female,"(3) $20,000 to under $30,000",(1) Employed,Georgia,(3) South
4173,0.87488179,(1) Phone interview,(1) English,(2) Wrong direction,(7) Strongly disapprove,(2) Disapprove,(99) DON'T KNOW/SKIPPED ON WEB/REFUSED (VOL),(2) Disapprove,(2) Disapprove,(2) Disapprove,Disapprove,(2) Disapprove,(5) Lean toward poor,(2) About the right amount,(1) Too much,(3) Too little,(2) About the right amount,(99) DON'T KNOW/SKIPPED ON WEB/REFUSED (VOL),(3) Somewhat worried,(4) Not too worried,(99) DON'T KNOW/SKIPPED ON WEB/REFUSED (VOL),(99) DON'T KNOW/SKIPPED ON WEB/REFUSED (VOL),(4) Somewhat disapprove,(4) Somewhat disapprove,(5) Never,(3) Sometimes,(3) Sometimes,(3) Sometimes,(6) Less often,(2) At least several times a week,(6) Less often,(6) Less often,(6) Less often,(6) Less often,(6) Less often,(6) Less often,(6) Less often,(3) At least once a week,"(2) Yes, probably will","(2) Yes, probably will","(2) Yes, probably will","(3) No, probably will not","(3) No, probably will not","(2) Yes, probably will","(2) Yes, probably will","(2) Yes, probably will","(2) Yes, probably will","(2) Yes, probably will",(4) Not very likely,(4) Not very likely,(2) Very concerned,(3) About right,(3) Illegal in most cases,(1) Federal government,"(2) No, not possible",(99) DON'T KNOW/SKIPPED ON WEB/REFUSED (VOL),(99) DON'T KNOW/SKIPPED ON WEB/REFUSED (VOL),"(2) No, not possible",(3) Illegal in most cases,(4) Illegal in all cases,(4) Illegal in all cases,(99) DON'T KNOW/SKIPPED ON WEB/REFUSED (VOL),(99) DON'T KNOW/SKIPPED ON WEB/REFUSED (VOL),(3) No role,(1) Yes,(2) Roman Catholic (Catholic),(2) No,(1) Yes,,(2) $10 to under $15 an hour,(1) Yes,(4) Some other reason,(3) No,(99) DON'T KNOW/SKIPPED ON WEB/REFUSED (VOL),,,(99) DON'T KNOW/SKIPPED ON WEB/REFUSED (VOL),(4) Somewhat conservative,(2) Suburban area,(1) Married,(5) 65 or older,(3) Some college,"(1) White, non-Hispanic",(2) Female,"(6) $50,000 to under $75,000",(2) Not employed,Ohio,(2) Midwest
4192,0.63494231,(2) Web interview,(1) English,(2) Wrong direction,(7) Strongly disapprove,(2) Disapprove,(2) Disapprove,(1) Approve,(2) Disapprove,(2) Disapprove,Disapprove,(2) Disapprove,(6) Somewhat poor,(2) About the right amount,(2) About the right amount,(2) About the right amount,(2) About the right amount,(3) Too little,(3) Somewhat worried,(5) Not at all worried,(4) Somewhat disapprove,(2) Somewhat approve,(2) Somewhat approve,(1) Strongly approve,(1) Always,(4) Rarely,(5) Never,(2) Often,(3) At least once a week,(3) At least once a week,(4) At least once a month,(6) Less often,(5) Several times a year,(3) At least once a week,(5) Several times a year,(5) Several times a year,(2) At least several times a week,(3) At least once a week,"(3) No, probably will not","(1) Yes, definitely will","(3) No, probably will not","(3) No, probably will not","(3) No, probably will not","(2) Yes, probably will","(3) No, probably will not","(3) No, probably will not","(3) No, probably will not","(1) Yes, definitely will",(3) Somewhat likely,(5) Not at all likely,(4) Not very concerned,(2) Not quickly enough,(3) Illegal in most cases,(1) Federal government,"(2) No, not possible","(1) Yes, possible","(1) Yes, possible","(2) No, not possible",(3) Illegal in most cases,(4) Illegal in all cases,(4) Illegal in all cases,(3) About right,(3) About right,(2) Minor role,(1) Yes,"(1) Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, Church",(1) Yes,(2) No,(4) Definitely not get a vaccine,(1) Less than $10 an hour,,,(3) No,(2) Republican,,(1) Strong Republican,,(4) Somewhat conservative,(2) Suburban area,(5) Never married,(2) 30 to 39,(4) Bachelor's degree or higher,"(2) African American, non-Hispanic",(2) Female,"(6) $50,000 to under $75,000",(1) Employed,California,(4) West
4240,1.13142403,(2) Web interview,(1) English,(1) Right direction,(1) Strongly approve,(1) Approve,(1) Approve,(1) Approve,(1) Approve,(1) Approve,Approve,(1) Approve,(2) Somewhat good,(2) About the right amount,(3) Too little,(2) About the right amount,(2) About the right amount,(2) About the right amount,(3) Somewhat worried,(4) Not too worried,(2) Somewhat approve,(3) Neither approve nor disapprove,(2) Somewhat approve,(2) Somewhat approve,(2) Often,(4) Rarely,(2) Often,(2) Often,(6) Less often,(2) At least several times a week,(3) At least once a week,(6) Less often,(3) At least once a week,(5) Several times a year,(4) At least once a month,(6) Less often,(6) Less often,(4) At least once a month,"(3) No, probably will not","(1) Yes, definitely will","(1) Yes, definitely will","(4) No, definitely will not","(1) Yes, definitely will","(2) Yes, probably will","(2) Yes, probably will","(3) No, probably will not","(4) No, definitely will not","(2) Yes, probably will",(3) Somewhat likely,(3) Somewhat likely,(3) Somewhat concerned,(2) Not quickly enough,(1) Legal in all cases,(2) Each state government,"(1) Yes, possible","(1) Yes, possible","(1) Yes, possible","(2) No, not possible",(3) Illegal in most cases,(2) Legal in most cases,(3) Illegal in most cases,(1) Too supportive,(2) Not supportive enough,(2) Minor role,(2) No,(2) Roman Catholic (Catholic),(1) Yes,(2) No,(2) Probably get a vaccine,"(9) $40,000 to under $50,000",,,(3) No,(1) Democrat,(1) Strong Democrat,,,(3) Moderate,(1) Urban area,(1) Married,(2) 30 to 39,(4) Bachelor's degree or higher,"(2) African American, non-Hispanic",(1) Male,"(6) $50,000 to under $75,000",(1) Employed,Michigan,(2) Midwest
4242,2.03746775,(2) Web interview,(1) English,(2) Wrong direction,(7) Strongly disapprove,(2) Disapprove,(2) Disapprove,(2) Disapprove,(2) Disapprove,(2) Disapprove,Disapprove,(2) Disapprove,(7) Very poor,(2) About the right amount,(3) Too little,(2) About the right amount,(3) Too little,(2) About the right amount,(4) Not too worried,(4) Not too worried,(1) Strongly approve,(4) Somewhat disapprove,(3) Neither approve nor disapprove,(4) Somewhat disapprove,(5) Never,(5) Never,(5) Never,(4) Rarely,(6) Less often,(2) At least several times a week,(4) At least once a month,(6) Less often,(3) At least once a week,(2) At least several times a week,(2) At least several times a week,(6) Less often,(3) At least once a week,(2) At least several times a week,"(4) No, definitely will not","(1) Yes, definitely will","(1) Yes, definitely will","(4) No, definitely will not","(1) Yes, definitely will","(1) Yes, definitely will","(1) Yes, definitely will","(3) No, probably will not","(1) Yes, definitely will","(1) Yes, definitely will",(5) Not at all likely,(5) Not at all likely,(4) Not very concerned,(2) Not quickly enough,(2) Legal in most cases,(2) Each state government,"(1) Yes, possible","(1) Yes, possible","(1) Yes, possible","(2) No, not possible",(2) Legal in most cases,(4) Illegal in all cases,(4) Illegal in all cases,(2) Not supportive enough,(1) Too supportive,(2) Minor role,(2) No,(10) Agnostic (not sure if there is a God),,(2) No,(3) Probably not get a vaccine,"(7) $20,000 to under $30,000",,,(3) No,(3) Independent,,,(2) Lean Republican,(4) Somewhat conservative,(2) Suburban area,(5) Never married,(1) 18 to 29,(4) Bachelor's degree or higher,"(1) White, non-Hispanic",(1) Male,"(4) $30,000 to under $40,000",(1) Employed,Tennessee,(3) South
4251,0.69043861,(2) Web interview,(1) English,(1) Right direction,(1) Strongly approve,(1) Approve,(1) Approve,(1) Approve,(1) Approve,(1) Approve,Approve,(1) Approve,(2) Somewhat good,(1) Too much,(2) About the right amount,(3) Too little,(3) Too little,(2) About the right amount,(3) Somewhat worried,(3) Somewhat worried,(2) Somewhat approve,(2) Somewhat approve,(1) Strongly approve,(2) Somewhat approve,(2) Often,(2) Often,(3) Sometimes,(1) Always,(3) At least once a week,(1) Every day,(4) At least once a month,(6) Less often,(3) At least once a week,(4) At least once a month,(4) At least once a month,(5) Several times a year,(4) At least once a month,(2) At least several times a week,"(1) Yes, definitely will","(1) Yes, definitely will","(1) Yes, definitely will","(4) No, definitely will not","(1) Yes, definitely will","(1) Yes, definitely will","(2) Yes, probably will","(1) Yes, definitely will","(3) No, probably will not","(1) Yes, definitely will",(2) Very likely,(5) Not at all likely,(3) Somewhat concerned,(3) About right,(1) Legal in all cases,(1) Federal government,"(1) Yes, possible","(1) Yes, possible","(1) Yes, possible","(1) Yes, possible",(1) Legal in all cases,(2) Legal in most cases,(2) Legal in most cases,(3) About right,(3) About right,(2) Minor role,(2) No,(2) Roman Catholic (Catholic),(2) No,(1) Yes,,(1) Less than $10 an hour,,,(3) No,(1) Democrat,(2) Moderate Democrat,,,(3) Moderate,(2) Suburban area,(1) Married,(3) 40 to 59,(3) Some college,(3) Hispanic,(2) Female,"(9) $150,000 or more",(1) Employed,California,(4) West
4254,0.79366590,(2) Web interview,(1) English,(1) Right direction,(1) Strongly approve,(1) Approve,(1) Approve,(1) Approve,(1) Approve,(1) Approve,Approve,(1) Approve,(2) Somewhat good,(1) Too much,(2) About the right amount,(2) About the right amount,(2) About the right amount,(2) About the right amount,(1) Extremely worried,(1) Extremely worried,(1) Strongly approve,(1) Strongly approve,(1) Strongly approve,(2) Somewhat approve,(1) Always,(2) Often,(2) Often,(1) Always,(6) Less often,(6) Less often,(6) Less often,(6) Less often,(6) Less often,(6) Less often,(6) Less often,(6) Less often,(6) Less often,(3) At least once a week,"(2) Yes, probably will","(2) Yes, probably will","(2) Yes, probably will","(4) No, definitely will not","(2) Yes, probably will","(2) Yes, probably will","(2) Yes, probably will","(3) No, probably will not","(2) Yes, probably will","(2) Yes, probably will",(2) Very likely,(1) Extremely likely,(1) Extremely concerned,(3) About right,(2) Legal in most cases,(1) Federal government,"(1) Yes, possible","(1) Yes, possible","(1) Yes, possible","(1) Yes, possible",(2) Legal in most cases,(4) Illegal in all cases,(4) Illegal in all cases,(3) About right,(3) About right,(3) No role,(1) Yes,(2) Roman Catholic (Catholic),(2) No,(1) Yes,,(3) $15 to under $20 an hour,(1) Yes,(3) The schedule or location doesn't work for me,(3) No,(1) Democrat,(1) Strong Democrat,,,(2) Somewhat liberal,(2) Suburban area,(1) Married,(1) 18 to 29,(2) High school graduate,(4) Other,(2) Female,"(6) $50,000 to under $75,000",(1) Employed,Illinois,(2) Midwest
4262,0.57413053,(2) Web interview,(1) English,(1) Right direction,(1) Strongly approve,(1) Approve,(1) Approve,(1) Approve,(1) Approve,(1) Approve,Approve,(1) Approve,(2) Somewhat good,(2) About the right amount,(2) About the right amount,(3) Too little,(2) About the right amount,(2) About the right amount,(4) Not too worried,(4) Not too worried,(4) Somewhat disapprove,(4) Somewhat disapprove,(2) Somewhat approve,(3) Neither approve nor disapprove,(1) Always,(1) Always,(3) Sometimes,(1) Always,(4) At least once a month,(4) At least once a month,(6) Less often,(6) Less often,(6) Less often,(6) Less often,(6) Less often,(6) Less often,(3) At least once a week,(6) Less often,"(2) Yes, probably will","(2) Yes, probably will","(4) No, definitely will not","(3) No, probably will not","(4) No, definitely will not","(3) No, probably will not","(4) No, definitely will not","(4) No, definitely will not","(2) Yes, probably will","(4) No, definitely will not",(2) Very likely,(2) Very likely,(2) Very concerned,(1) Too quickly,(2) Legal in most cases,(1) Federal government,"(1) Yes, possible","(1) Yes, possible","(1) Yes, possible","(1) Yes, possible",(2) Legal in most cases,(2) Legal in most cases,(3) Illegal in most cases,(1) Too supportive,(1) Too supportive,(2) Minor role,(2) No,"(1) Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, Church",(2) No,(1) Yes,,(3) $15 to under $20 an hour,(2) No,,(3) No,(1) Democrat,(1) Strong Democrat,,,(1) Very liberal,(1) Urban area,(3) Divorced,(4) 60 to 64,(2) High school graduate,"(2) African American, non-Hispanic",(1) Male,"(2) $10,000 to under $20,000",(2) Not employed,Georgia,(3) South
4268,0.76263694,(2) Web interview,(1) English,(1) Right direction,(1) Strongly approve,(1) Approve,(1) Approve,(1) Approve,(2) Disapprove,(1) Approve,Approve,(1) Approve,(3) Lean toward good,(3) Too little,(2) About the right amount,(3) Too little,(2) About the right amount,(2) About the right amount,(3) Somewhat worried,(4) Not too worried,(3) Neither approve nor disapprove,(4) Somewhat disapprove,(3) Neither approve nor disapprove,(5) Strongly disapprove,(3) Sometimes,(2) Often,(2) Often,(1) Always,(3) At least once a week,(2) At least several times a week,(6) Less often,(6) Less often,(5) Several times a year,(4) At least once a month,(6) Less often,(5) Several times a year,(6) Less often,(1) Every day,"(4) No, definitely will not","(2) Yes, probably will","(4) No, definitely will not","(4) No, definitely will not","(2) Yes, probably will","(2) Yes, probably will","(3) No, probably will not","(3) No, probably will not","(3) No, probably will not","(2) Yes, probably will",(2) Very likely,(2) Very likely,(2) Very concerned,(1) Too quickly,(1) Legal in all cases,(2) Each state government,"(1) Yes, possible","(1) Yes, possible","(1) Yes, possible","(1) Yes, possible",(1) Legal in all cases,(4) Illegal in all cases,(4) Illegal in all cases,(3) About right,(3) About right,(2) Minor role,(1) Yes,(12) Just Christian,(1) Yes,(2) No,(3) Probably not get a vaccine,(2) $10 to under $15 an hour,(2) No,,(3) No,(1) Democrat,(2) Moderate Democrat,,,(3) Moderate,(3) Rural area,(4) Separated,(4) 60 to 64,(3) Some college,"(2) African American, non-Hispanic",(2) Female,"(1) Under $10,000",(2) Not employed,Illinois,(2) Midwest
4294,2.02348900,(2) Web interview,(1) English,(2) Wrong direction,(7) Strongly disapprove,(2) Disapprove,(2) Disapprove,(2) Disapprove,(2) Disapprove,(2) Disapprove,Disapprove,(2) Disapprove,(6) Somewhat poor,(2) About the right amount,(3) Too little,(3) Too little,(3) Too little,(3) Too little,(4) Not too worried,(4) Not too worried,(5) Strongly disapprove,(4) Somewhat disapprove,(4) Somewhat disapprove,(4) Somewhat disapprove,(4) Rarely,(3) Sometimes,(3) Sometimes,(3) Sometimes,(3) At least once a week,(3) At least once a week,(5) Several times a year,(6) Less often,(5) Several times a year,(3) At least once a week,(5) Several times a year,(5) Several times a year,(2) At least several times a week,(3) At least once a week,"(1) Yes, definitely will","(1) Yes, definitely will","(1) Yes, definitely will","(3) No, probably will not","(2) Yes, probably will","(1) Yes, definitely will","(2) Yes, probably will","(2) Yes, probably will","(1) Yes, definitely will","(1) Yes, definitely will",(5) Not at all likely,(5) Not at all likely,(4) Not very concerned,(2) Not quickly enough,(3) Illegal in most cases,(2) Each state government,"(1) Yes, possible","(1) Yes, possible","(1) Yes, possible","(2) No, not possible",(2) Legal in most cases,(4) Illegal in all cases,(4) Illegal in all cases,(2) Not supportive enough,(1) Too supportive,(2) Minor role,(1) Yes,(3) Mormon (Church of Jesus Christ of Latter-day Saints/LDS),(2) No,(1) Yes,,"(8) $30,000 to under $40,000",,,(3) No,(2) Republican,,(2) Moderate Republican,,(3) Moderate,(3) Rural area,(1) Married,(1) 18 to 29,(3) Some college,(4) Other,(1) Male,"(6) $50,000 to under $75,000",(1) Employed,Washington,(4) West
4297,2.95960304,(2) Web interview,(1) English,(1) Right direction,(2) Somewhat approve,(1) Approve,(1) Approve,(1) Approve,(1) Approve,(2) Disapprove,Approve,(2) Disapprove,(6) Somewhat poor,(3) Too little,(3) Too little,(3) Too little,(3) Too little,(3) Too little,(4) Not too worried,(5) Not at all worried,(2) Somewhat approve,(2) Somewhat approve,(2) Somewhat approve,(3) Neither approve nor disapprove,(2) Often,(1) Always,(1) Always,(1) Always,(6) Less often,(5) Several times a year,(5) Several times a year,(5) Several times a year,(6) Less often,(4) At least once a month,(5) Several times a year,(6) Less often,(6) Less often,(5) Several times a year,"(4) No, definitely will not","(2) Yes, probably will","(2) Yes, probably will","(4) No, definitely will not","(4) No, definitely will not","(3) No, probably will not","(4) No, definitely will not","(4) No, definitely will not","(4) No, definitely will not","(4) No, definitely will not",(1) Extremely likely,(1) Extremely likely,(2) Very concerned,(1) Too quickly,(1) Legal in all cases,(1) Federal government,"(1) Yes, possible","(1) Yes, possible","(1) Yes, possible","(1) Yes, possible",(1) Legal in all cases,(2) Legal in most cases,(3) Illegal in most cases,(1) Too supportive,(2) Not supportive enough,(2) Minor role,(2) No,(11) Nothing in particular,,(1) Yes,,(3) $15 to under $20 an hour,(1) Yes,(1) The wages are too low,(3) No,(4) None of these,,,(1) Lean Democrat,(1) Very liberal,(1) Urban area,(6) Living with partner,(1) 18 to 29,(3) Some college,(3) Hispanic,(1) Male,"(6) $50,000 to under $75,000",(2) Not employed,California,(4) West
4299,4.87937937,(2) Web interview,(1) English,(1) Right direction,(1) Strongly approve,(2) Disapprove,(2) Disapprove,(2) Disapprove,(2) Disapprove,(2) Disapprove,Disapprove,(2) Disapprove,(2) Somewhat good,(3) Too little,(3) Too little,(3) Too little,(2) About the right amount,(2) About the right amount,(5) Not at all worried,(5) Not at all worried,(2) Somewhat approve,(3) Neither approve nor disapprove,(2) Somewhat approve,(2) Somewhat approve,(1) Always,(1) Always,(1) Always,(3) Sometimes,(4) At least once a month,(6) Less often,(4) At least once a month,(6) Less often,(6) Less often,(6) Less often,(4) At least once a month,(6) Less often,(3) At least once a week,(3) At least once a week,"(3) No, probably will not","(2) Yes, probably will","(2) Yes, probably will","(2) Yes, probably will","(2) Yes, probably will","(2) Yes, probably will","(2) Yes, probably will","(2) Yes, probably will","(3) No, probably will not","(2) Yes, probably will",(3) Somewhat likely,(4) Not very likely,(3) Somewhat concerned,(1) Too quickly,(2) Legal in most cases,(1) Federal government,"(1) Yes, possible","(1) Yes, possible","(1) Yes, possible","(1) Yes, possible",(2) Legal in most cases,(2) Legal in most cases,(2) Legal in most cases,(3) About right,(3) About right,(2) Minor role,(2) No,(12) Just Christian,(1) Yes,(2) No,(4) Definitely not get a vaccine,"(5) Under $10,000",(1) Yes,(2) Not interested in the type of work,(3) No,(3) Independent,,,(3) Don't Lean,(3) Moderate,(2) Suburban area,(1) Married,(2) 30 to 39,(2) High school graduate,"(2) African American, non-Hispanic",(1) Male,"(3) $20,000 to under $30,000",(1) Employed,Florida,(3) South
4304,2.74814339,(2) Web interview,(1) English,(1) Right direction,(1) Strongly approve,(1) Approve,(1) Approve,(1) Approve,(1) Approve,(1) Approve,Approve,(1) Approve,(2) Somewhat good,(99) DON'T KNOW/SKIPPED ON WEB/REFUSED (VOL),(2) About the right amount,(3) Too little,(3) Too little,(2) About the right amount,(2) Very worried,(4) Not too worried,(2) Somewhat approve,(3) Neither approve nor disapprove,(5) Strongly disapprove,(4) Somewhat disapprove,(2) Often,(2) Often,(3) Sometimes,(1) Always,(3) At least once a week,(3) At least once a week,(3) At least once a week,(6) Less often,(4) At least once a month,(4) At least once a month,(5) Several times a year,(5) Several times a year,(5) Several times a year,(1) Every day,"(1) Yes, definitely will","(2) Yes, probably will","(1) Yes, definitely will","(3) No, probably will not","(2) Yes, probably will","(3) No, probably will not","(2) Yes, probably will","(2) Yes, probably will","(3) No, probably will not","(2) Yes, probably will",(3) Somewhat likely,(2) Very likely,(2) Very concerned,(99) DON'T KNOW/SKIPPED ON WEB/REFUSED (VOL),(2) Legal in most cases,(1) Federal government,"(2) No, not possible","(1) Yes, possible","(1) Yes, possible","(1) Yes, possible",(99) DON'T KNOW/SKIPPED ON WEB/REFUSED (VOL),(99) DON'T KNOW/SKIPPED ON WEB/REFUSED (VOL),(99) DON'T KNOW/SKIPPED ON WEB/REFUSED (VOL),(3) About right,(3) About right,(3) No role,(1) Yes,"(1) Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, Church",(1) Yes,(1) Yes,,(1) Less than $10 an hour,,,(3) No,(99) DON'T KNOW/SKIPPED ON WEB/REFUSED (VOL),,,(1) Lean Democrat,(2) Somewhat liberal,(2) Suburban area,(6) Living with partner,(5) 65 or older,(4) Bachelor's degree or higher,"(2) African American, non-Hispanic",(2) Female,"(5) $40,000 to under $50,000",(2) Not employed,Michigan,(2) Midwest
4319,5.33878169,(2) Web interview,(1) English,(99) DON'T KNOW/SKIPPED ON WEB/REFUSED (VOL),(4) Do not lean either way,(99) DON'T KNOW/SKIPPED ON WEB/REFUSED (VOL),(2) Disapprove,(99) DON'T KNOW/SKIPPED ON WEB/REFUSED (VOL),(99) DON'T KNOW/SKIPPED ON WEB/REFUSED (VOL),(99) DON'T KNOW/SKIPPED ON WEB/REFUSED (VOL),REFUSED,(99) DON'T KNOW/SKIPPED ON WEB/REFUSED (VOL),(6) Somewhat poor,(99) DON'T KNOW/SKIPPED ON WEB/REFUSED (VOL),(99) DON'T KNOW/SKIPPED ON WEB/REFUSED (VOL),(99) DON'T KNOW/SKIPPED ON WEB/REFUSED (VOL),(99) DON'T KNOW/SKIPPED ON WEB/REFUSED (VOL),(99) DON'T KNOW/SKIPPED ON WEB/REFUSED (VOL),(4) Not too worried,(4) Not too worried,(3) Neither approve nor disapprove,(3) Neither approve nor disapprove,(3) Neither approve nor disapprove,(3) Neither approve nor disapprove,(4) Rarely,(4) Rarely,(3) Sometimes,(4) Rarely,(6) Less often,(6) Less often,(99) DON'T KNOW/SKIPPED ON WEB/REFUSED (VOL),(99) DON'T KNOW/SKIPPED ON WEB/REFUSED (VOL),(1) Every day,(99) DON'T KNOW/SKIPPED ON WEB/REFUSED (VOL),(6) Less often,(6) Less often,(99) DON'T KNOW/SKIPPED ON WEB/REFUSED (VOL),(99) DON'T KNOW/SKIPPED ON WEB/REFUSED (VOL),"(3) No, probably will not","(1) Yes, definitely will","(2) Yes, probably will","(4) No, definitely will not","(1) Yes, definitely will","(2) Yes, probably will","(2) Yes, probably will","(3) No, probably will not","(3) No, probably will not","(2) Yes, probably will",(2) Very likely,(2) Very likely,(4) Not very concerned,(3) About right,(2) Legal in most cases,(99) DON'T KNOW/SKIPPED ON WEB/REFUSED (VOL),"(1) Yes, possible","(1) Yes, possible","(1) Yes, possible","(1) Yes, possible",(1) Legal in all cases,(2) Legal in most cases,(2) Legal in most cases,(99) DON'T KNOW/SKIPPED ON WEB/REFUSED (VOL),(99) DON'T KNOW/SKIPPED ON WEB/REFUSED (VOL),(99) DON'T KNOW/SKIPPED ON WEB/REFUSED (VOL),(99) DON'T KNOW/SKIPPED ON WEB/REFUSED (VOL),(12) Just Christian,(1) Yes,(2) No,(4) Definitely not get a vaccine,(3) $15 to under $20 an hour,(1) Yes,(3) The schedule or location doesn't work for me,(3) No,(99) DON'T KNOW/SKIPPED ON WEB/REFUSED (VOL),,,(2) Lean Republican,(99) DON'T KNOW/SKIPPED ON WEB/REFUSED (VOL),(99) DON'T KNOW/SKIPPED ON WEB/REFUSED (VOL),(6) Living with partner,(1) 18 to 29,(1) Less than high school graduate,"(1) White, non-Hispanic",(2) Female,"(2) $10,000 to under $20,000",(1) Employed,Pennsylvania,(1) Northeast
4329,0.10029558,(2) Web interview,(1) English,(1) Right direction,(2) Somewhat approve,(1) Approve,(1) Approve,(2) Disapprove,(2) Disapprove,(1) Approve,Approve,(2) Disapprove,(2) Somewhat good,(2) About the right amount,(2) About the right amount,(2) About the right amount,(3) Too little,(2) About the right amount,(2) Very worried,(4) Not too worried,(2) Somewhat approve,(2) Somewhat approve,(2) Somewhat approve,(2) Somewhat approve,(2) Often,(3) Sometimes,(3) Sometimes,(1) Always,(3) At least once a week,(3) At least once a week,(6) Less often,(6) Less often,(6) Less often,(4) At least once a month,(4) At least once a month,(6) Less often,(6) Less often,(3) At least once a week,"(2) Yes, probably will","(2) Yes, probably will","(4) No, definitely will not","(4) No, definitely will not","(4) No, definitely will not","(3) No, probably will not","(3) No, probably will not","(3) No, probably will not","(4) No, definitely will not","(3) No, probably will not",(1) Extremely likely,(1) Extremely likely,(2) Very concerned,(3) About right,(3) Illegal in most cases,(2) Each state government,"(1) Yes, possible","(1) Yes, possible","(1) Yes, possible","(2) No, not possible",(3) Illegal in most cases,(4) Illegal in all cases,(4) Illegal in all cases,(1) Too supportive,(2) Not supportive enough,(2) Minor role,(1) Yes,(2) Roman Catholic (Catholic),(2) No,(1) Yes,,"(5) Under $10,000",(2) No,,"(2) I am not, but someone else in my household is",(4) None of these,,,(1) Lean Democrat,(3) Moderate,(1) Urban area,(1) Married,(3) 40 to 59,(3) Some college,(3) Hispanic,(2) Female,"(7) $75,000 to under $100,000",(1) Employed,California,(4) West
